1.000000000000000000e+00,9.714285714285714191e-01,9.285714285714286031e-01,9.714285714285714191e-01,9.428571428571428381e-01,9.857142857142857650e-01,6.142857142857143238e-01,9.714285714285714191e-01,8.428571428571428603e-01,8.142857142857142794e-01
1.000000000000000000e+00,9.285714285714286031e-01,9.428571428571428381e-01,9.571428571428571841e-01,9.714285714285714191e-01,1.000000000000000000e+00,9.857142857142857650e-01,9.571428571428571841e-01,7.857142857142856984e-01,8.857142857142856762e-01
8.857142857142856762e-01,9.285714285714286031e-01,9.714285714285714191e-01,9.000000000000000222e-01,9.428571428571428381e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.714285714285714191e-01,8.857142857142856762e-01,9.714285714285714191e-01
1.000000000000000000e+00,9.714285714285714191e-01,9.428571428571428381e-01,9.000000000000000222e-01,8.571428571428570953e-01,1.000000000000000000e+00,9.857142857142857650e-01,9.714285714285714191e-01,8.000000000000000444e-01,9.000000000000000222e-01
1.000000000000000000e+00,9.857142857142857650e-01,9.142857142857142572e-01,9.428571428571428381e-01,8.571428571428570953e-01,9.857142857142857650e-01,1.000000000000000000e+00,9.714285714285714191e-01,8.857142857142856762e-01,8.857142857142856762e-01
1.000000000000000000e+00,9.571428571428571841e-01,1.000000000000000000e+00,9.428571428571428381e-01,9.142857142857142572e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,9.000000000000000222e-01
8.571428571428570953e-01,9.285714285714286031e-01,9.857142857142857650e-01,9.714285714285714191e-01,9.571428571428571841e-01,1.000000000000000000e+00,9.857142857142857650e-01,1.000000000000000000e+00,8.285714285714286254e-01,8.428571428571428603e-01
9.285714285714286031e-01,9.857142857142857650e-01,9.142857142857142572e-01,9.714285714285714191e-01,9.285714285714286031e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.857142857142857650e-01,9.000000000000000222e-01,9.142857142857142572e-01
1.000000000000000000e+00,9.428571428571428381e-01,9.428571428571428381e-01,9.000000000000000222e-01,9.571428571428571841e-01,1.000000000000000000e+00,9.857142857142857650e-01,9.428571428571428381e-01,7.857142857142856984e-01,9.428571428571428381e-01
8.571428571428570953e-01,9.571428571428571841e-01,8.857142857142856762e-01,9.857142857142857650e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.714285714285714191e-01,1.000000000000000000e+00,8.714285714285714413e-01,9.000000000000000222e-01
1.000000000000000000e+00,7.857142857142856984e-01,9.428571428571428381e-01,9.285714285714286031e-01,9.571428571428571841e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.142857142857142572e-01,9.000000000000000222e-01,9.000000000000000222e-01
1.000000000000000000e+00,9.285714285714286031e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.571428571428571841e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.857142857142857650e-01,9.142857142857142572e-01,9.000000000000000222e-01
1.000000000000000000e+00,9.428571428571428381e-01,9.571428571428571841e-01,8.857142857142856762e-01,9.714285714285714191e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.857142857142857650e-01,8.714285714285714413e-01,8.714285714285714413e-01
1.000000000000000000e+00,9.428571428571428381e-01,9.571428571428571841e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.428571428571428381e-01,9.571428571428571841e-01
8.285714285714286254e-01,8.428571428571428603e-01,9.857142857142857650e-01,9.714285714285714191e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.714285714285714191e-01,9.428571428571428381e-01,9.285714285714286031e-01
1.000000000000000000e+00,9.285714285714286031e-01,9.428571428571428381e-01,9.571428571428571841e-01,9.285714285714286031e-01,9.714285714285714191e-01,9.714285714285714191e-01,9.571428571428571841e-01,8.714285714285714413e-01,9.428571428571428381e-01
1.000000000000000000e+00,9.285714285714286031e-01,9.285714285714286031e-01,8.285714285714286254e-01,9.571428571428571841e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.857142857142857650e-01,8.428571428571428603e-01,8.000000000000000444e-01
1.000000000000000000e+00,9.857142857142857650e-01,1.000000000000000000e+00,8.857142857142856762e-01,9.428571428571428381e-01,9.714285714285714191e-01,9.857142857142857650e-01,1.000000000000000000e+00,7.428571428571428825e-01,8.857142857142856762e-01
1.000000000000000000e+00,9.857142857142857650e-01,9.285714285714286031e-01,9.142857142857142572e-01,9.857142857142857650e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.142857142857142572e-01,9.571428571428571841e-01
8.714285714285714413e-01,9.428571428571428381e-01,9.714285714285714191e-01,9.285714285714286031e-01,9.285714285714286031e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,9.428571428571428381e-01
